"","playerid","pitcher_hand","pitch_type","spin_rate","ab_result","action_result","adj_h"
"909",2732,"R","CU",3224.8391,"\N","C",0
"910",10045,"R","CU",3391.0549,"\N","C",0
"911",14344,"R","CU",3078.178,"O","X",0.06
"912",13586,"L","CU",3078.0649,"\N","S",0
"913",14344,"R","CU",3210.073,"\N","B",0
"914",10045,"R","CU",3461.408,"1B","X",0.69
"915",1030,"R","CU",3064.9409,"\N","F",0
"916",14344,"R","CU",3065.7019,"BB","B",0
"917",7325,"R","CU",3011.5891,"\N","B",0
"918",14344,"R","CU",3288.405,"\N","B",0
"919",4198,"R","CU",3067.292,"\N","B",0
"920",4222,"R","CU",3047.271,"\N","B",0
"921",14344,"R","CU",3046.95,"1B","X",0.91
"922",7171,"L","CU",3116.8469,"\N","B",0
"923",14344,"R","CU",3114.9561,"\N","B",0
"924",14344,"R","CU",3073.0129,"2B","X",0.63
"925",10045,"R","CU",3355.7881,"O","X",0.13
"926",10045,"R","CU",3345.3101,"\N","C",0
"927",14344,"R","CU",3125.3521,"\N","F",0
"928",2295,"R","KC",3100.9929,"\N","S",0
"929",14344,"R","CU",3271.0181,"\N","C",0
"930",4198,"R","CU",3036.748,"\N","C",0
"931",13586,"L","CU",3118.689,"K","S",0
"932",3138,"R","CU",3091.657,"\N","B",0
"933",4222,"R","CU",3055.908,"\N","S",0
"934",14344,"R","CU",3073.571,"\N","B",0
"935",13586,"L","CU",3005.72,"\N","B",0
"936",2295,"R","KC",3046.363,"K","S",0
"937",2295,"R","KC",3080.1741,"\N","B",0
"938",2295,"R","KC",3064.46,"\N","F",0
"939",3229,"R","CU",3026.0591,"\N","B",0
"940",14344,"R","CU",3041.584,"\N","F",0
"941",1030,"R","CU",3020.7051,"\N","B",0
"942",13586,"L","CU",3033.5259,"\N","B",0
"943",14344,"R","CU",3127.554,"\N","C",0
"944",10045,"R","CU",3417.9099,"\N","B",0
"945",10045,"R","CU",3423.936,"K","S",0
"946",8288,"R","CU",3045.137,"\N","B",0
"947",8288,"R","CU",3087.012,"\N","S",0
"948",1030,"R","CU",3075.3149,"O","X",0.25
"949",3138,"R","CU",3093.655,"\N","C",0
"950",14344,"R","CU",3065.189,"K","S",0
"951",14344,"R","CU",3052.708,"\N","C",0
"952",14344,"R","CU",3075.45,"K","S",0
"953",14344,"R","CU",3146.031,"\N","B",0
"954",10045,"R","CU",3331.9861,"\N","C",0
"955",10045,"R","CU",3114.7151,"\N","F",0
"956",14344,"R","CU",3000.3101,"\N","B",0
"957",2295,"R","KC",3011.447,"\N","B",0
"958",15315,"R","CU",3062.0769,"\N","B",0
"959",14344,"R","CU",3117.418,"\N","B",0
"960",10045,"R","CU",3249.616,"\N","C",0
"961",14344,"R","CU",3170.6931,"\N","B",0
"962",2732,"R","CU",3412.8589,"\N","B",0
"963",3138,"R","CU",3087.1379,"\N","C",0
"964",14344,"R","CU",3107.708,"\N","F",0
"965",14170,"R","CU",3029.7759,"O","X",0
"966",16669,"R","CU",3055.5081,"\N","C",0
"967",3062,"R","KC",3047.865,"\N","F",0
"968",1828,"R","CU",3095.8931,"K","C",0
"969",14344,"R","CU",3102.9141,"O","X",0.16
"970",14344,"R","CU",3164.646,"\N","C",0
"971",14344,"R","CU",3068.4431,"O","X",0.41
"972",14344,"R","CU",3022.8059,"\N","C",0
"973",2295,"R","KC",3028.0459,"\N","F",0
"974",1828,"R","CU",3057.3921,"\N","C",0
"975",14344,"R","CU",3082.0229,"O","X",0.02
"976",14344,"R","CU",3129.981,"\N","C",0
"977",14344,"R","CU",3081.499,"\N","B",0
"978",14344,"R","CU",3117.7581,"\N","B",0
"979",8288,"R","CU",3011.814,"O","X",0.28
"980",1828,"R","CU",3039.739,"\N","C",0
"981",14344,"R","CU",3179.022,"\N","F",0
"982",14344,"R","CU",3227.25,"\N","F",0
"983",10045,"R","CU",3269.104,"\N","B",0
"984",10045,"R","CU",3506.157,"\N","B",0
"985",2295,"R","KC",3019.3259,"1B","X",0.64
"986",14344,"R","CU",3349.1121,"\N","B",0
"987",14344,"R","CU",3071.0659,"\N","B",0
"988",14344,"R","CU",3159.01,"\N","F",0
"989",1828,"R","CU",3066.189,"O","X",0.28
"990",1828,"R","CU",3133.627,"\N","B",0
"991",3138,"R","CU",3078.1299,"\N","S",0
"992",4222,"R","CU",3031.53,"\N","B",0
"993",13586,"L","CU",3113.1379,"\N","B",0
"994",14344,"R","CU",3097.7859,"K","S",0
"995",1030,"R","CU",3080.2891,"K","S",0
"996",1030,"R","CU",3031.7209,"\N","S",0
"997",14344,"R","CU",3218.5879,"K","S",0
"998",14344,"R","CU",3139.3181,"\N","C",0
"999",1030,"R","CU",3035.5459,"\N","B",0
"1000",14344,"R","CU",3176.0229,NA,"S",0
"1001",13586,"L","CU",3206.4629,"\N","B",0
"1002",14344,"R","CU",3058.7991,"\N","B",0
"1003",14344,"R","CU",3153.248,"\N","S",0
"1004",14344,"R","CU",3003.2539,"\N","B",0
"1005",13586,"L","CU",3107.738,"\N","B",0
"1006",1828,"R","CU",3046.5691,"\N","B",0
"1007",1828,"R","CU",3090.658,"\N","B",0
"1008",14344,"R","CU",3281.781,"K","S",0
"1009",14344,"R","CU",3159.282,"O","X",0.55
"1010",10045,"R","CU",3125.218,"O","X",0.03
"1011",10045,"R","CU",3388.4609,"\N","S",0
"1012",10045,"R","CU",3384.1899,"\N","C",0
"1013",14344,"R","CU",3202.717,"O","X",0.13
"1014",14344,"R","CU",3190.842,"O","X",0
"1015",14344,"R","CU",3065.2319,"\N","S",0
"1016",1030,"R","CU",3076.113,"\N","F",0
"1017",10045,"R","CU",3138.895,"\N","C",0
"1018",14344,"R","CU",3090.792,"2B","X",0.96
"1019",14344,"R","CU",3288.5869,"\N","B",0
"1020",2295,"R","KC",3108.5181,"\N","F",0
"1021",1828,"R","CU",3023.978,"\N","F",0
"1022",1828,"R","CU",3018.9839,"\N","F",0
"1023",14344,"R","CU",3240.5791,"HR","X",0.92
"1024",10045,"R","CU",3329.678,"\N","B",0
"1025",10045,"R","CU",3322.9771,"\N","B",0
"1026",13586,"L","CU",3049.3059,"\N","F",0
"1027",1828,"R","CU",3013.687,"\N","B",0
"1028",14344,"R","CU",3027.7981,"\N","F",0
"1029",14344,"R","CU",3096.4331,"\N","C",0
"1030",14344,"R","CU",3128.187,"\N","B",0
"1031",14344,"R","CU",3150.033,"\N","B",0
"1032",13586,"L","CU",3023.134,"\N","B",0
"1033",1828,"R","CU",3003.7419,"\N","B",0
"1034",1828,"R","CU",3004.74,"\N","S",0
"1035",14344,"R","CU",3301.1941,"O","X",0.41
"1036",14344,"R","CU",3024.8469,"\N","S",0
"1037",14344,"R","CU",3252.688,"\N","S",0
"1038",14344,"R","CU",3112.9199,"O","X",0
"1039",14344,"R","CU",3169.824,"\N","B",0
"1040",14344,"R","CU",3018.217,"\N","B",0
"1041",7171,"L","CU",3112.269,"\N","B",0
"1042",14344,"R","CU",3124.927,"\N","S",0
"1043",14344,"R","CU",3118.7029,"\N","B",0
"1044",1828,"R","CU",3011.791,"1B","X",0.18
"1045",14344,"R","CU",3085.085,"\N","S",0
"1046",14344,"R","CU",3192.1941,"\N","B",0
"1047",13586,"L","CU",3006.001,"K","C",0
"1048",13586,"L","CU",3027.073,"\N","S",0
"1049",13586,"L","CU",3132.9519,"K","C",0
"1050",2295,"R","KC",3042.6521,"\N","C",0
"1051",657,"R","CU",3049.6079,"\N","F",0
"1052",14344,"R","CU",3085.0149,"\N","B",0
"1053",13586,"L","CU",3048.7041,"K","S",0
"1054",2295,"R","KC",3050.4819,"O","X",0
"1055",8288,"R","CU",3010.1721,"1B","X",0.96
"1056",14344,"R","CU",3164.2019,"\N","B",0
"1057",14344,"R","CU",3158.738,"\N","F",0
"1058",13586,"L","CU",3041.6589,"K","S",0
"1059",13586,"L","CU",3007.3401,"\N","B",0
"1060",2295,"R","KC",3036.175,"\N","B",0
"1061",14344,"R","CU",3274.572,"\N","S",0
"1062",14344,"R","CU",3165.6089,"\N","B",0
"1063",13586,"L","CU",3014.1621,"\N","B",0
"1064",14344,"R","CU",3104.752,"\N","B",0
"1065",10045,"R","CU",3251.7219,"\N","F",0
"1066",14344,"R","CU",3144.6841,"\N","B",0
"1067",14344,"R","CU",3138.4209,"\N","B",0
"1068",2295,"R","KC",3133.729,"\N","C",0
"1069",14344,"R","CU",3112.7151,"O","X",0.02
"1070",1828,"R","CU",3030.7361,"\N","S",0
"1071",14344,"R","CU",3128.7671,"\N","C",0
"1072",10045,"R","CU",3460.6221,"\N","B",0
"1073",14344,"R","CU",3216.9041,"\N","B",0
"1074",14344,"R","CU",3031.623,"O","X",0
"1075",14344,"R","CU",3123.73,"\N","C",0
"1076",14344,"R","CU",3150.8391,"\N","F",0
"1077",14344,"R","CU",3067.8879,"\N","B",0
"1078",13586,"L","CU",3051.9131,"\N","B",0
"1079",2295,"R","KC",3076.6069,"\N","S",0
"1080",4847,"R","CU",3157.177,"\N","F",0
"1081",14344,"R","CU",3073.0259,"\N","S",0
"1082",14344,"R","CU",3009.812,"BB","B",0
"1083",13586,"L","CU",3092.668,"\N","B",0
"1084",2295,"R","KC",3123.3879,"\N","B",0
"1085",10045,"R","CU",3226.8501,"1B","X",0.63
"1086",10045,"R","CU",3264.032,"\N","B",0
"1087",10045,"R","CU",3421.9729,"\N","F",0
"1088",14344,"R","CU",3059.448,"O","X",0
"1089",13586,"L","CU",3076.0801,"K","S",0
"1090",3055,"R","CU",3097.4021,"\N","B",0
"1091",14344,"R","CU",3306.9619,"K","S",0
"1092",3055,"R","CU",3004.188,"\N","S",0
"1093",14344,"R","CU",3127.0481,"K","S",0
"1094",2295,"R","KC",3022.125,"\N","B",0
"1095",2732,"R","CU",3183.769,"\N","C",0
"1096",10045,"R","CU",3454.0171,"1B","X",0.82
"1097",10045,"R","CU",3188.2849,"\N","B",0
"1098",14344,"R","CU",3107.4741,"\N","B",0
"1099",14344,"R","CU",3138.241,"\N","B",0
"1100",14344,"R","CU",3140.656,"\N","B",0
"1101",2295,"R","KC",3126.2061,"\N","B",0
"1102",14344,"R","CU",3067.8931,"\N","C",0
"1103",14344,"R","CU",3265.4309,"O","X",0.2
"1104",2295,"R","KC",3028.5481,"\N","F",0
"1105",15315,"R","CU",3149.571,"\N","C",0
"1106",1802,"R","CU",3075.551,"\N","B",0
"1107",14344,"R","CU",3145.1721,"\N","S",0
"1108",14344,"R","CU",3068.7749,"K","S",0
"1109",4198,"R","CU",3030.042,"O","X",0.06
"1110",10045,"R","CU",3282.8799,"\N","C",0
"1111",2295,"R","KC",3011.7791,"O","X",0.08
"1112",10045,"R","CU",3419.3521,"\N","C",0
"1113",4198,"R","CU",3127.834,"K","S",0
"1114",10045,"R","CU",3350.208,"K","C",0
"1115",10045,"R","CU",3131.1389,"\N","C",0
"1116",14344,"R","CU",3242.386,"\N","F",0
"1117",2295,"R","KC",3056.1621,"\N","F",0
"1118",8288,"R","CU",3010.0691,"\N","C",0
"1119",1030,"R","CU",3069.7329,"\N","C",0
"1120",2732,"R","CU",3275.031,"\N","B",0
"1121",13586,"L","CU",3176.665,"\N","B",0
"1122",8288,"R","CU",3291.917,"\N","S",0
"1123",1030,"R","CU",3026.4751,"\N","B",0
"1124",1241,"R","CU",3000.3889,"1B","X",0.29
"1125",10045,"R","CU",3419.8889,"\N","B",0
"1126",6586,"R","CU",3080.168,"O","X",0.38
"1127",13586,"L","CU",3025.0339,"O","X",0.27
"1128",2295,"R","KC",3017.3921,"\N","B",0
"1129",1828,"R","CU",3043.665,"\N","B",0
"1130",14344,"R","CU",3106.5649,"\N","B",0
"1131",14344,"R","CU",3038.7871,"\N","B",0
"1132",2295,"R","KC",3056.562,"\N","B",0
"1133",14344,"R","CU",3206.197,"\N","C",0
"1134",1828,"R","CU",3058.6621,"\N","S",0
"1135",14344,"R","CU",3050.3269,"O","X",0.03
"1136",16669,"R","CU",3072.3069,"\N","B",0
"1137",14344,"R","CU",3070.1121,"\N","B",0
"1138",1828,"R","CU",3027.426,"\N","C",0
"1139",10045,"R","CU",3293.929,"\N","B",0
"1140",4847,"R","CU",3009.377,"\N","C",0
"1141",14344,"R","CU",3122.7891,"\N","F",0
"1142",14344,"R","CU",3130.5171,"\N","B",0
"1143",13586,"L","CU",3008.7871,"\N","B",0
"1144",13586,"L","CU",3003.5481,"\N","F",0
"1145",4629,"L","CU",3077.0659,"K","S",0
"1146",1828,"R","CU",3085.197,"\N","F",0
"1147",1828,"R","CU",3049.1121,"\N","C",0
"1148",14344,"R","CU",3095.1799,"O","X",0.12
"1149",14344,"R","CU",3172.9309,"\N","B",0
"1150",3055,"R","CU",3083.5471,"\N","B",0
"1151",4198,"R","CU",3114.9939,"\N","B",0
"1152",14344,"R","CU",3029.261,"\N","B",0
"1153",10045,"R","CU",3401.2649,"K","S",0
"1154",14344,"R","CU",3165.7429,"1B","X",0.85
"1155",4198,"R","CU",3170.5271,"O","X",0.24
"1156",4198,"R","CU",3074.9221,"\N","B",0
"1157",13586,"L","CU",3019.6021,"O","X",0.34
"1158",10045,"R","CU",3377.9551,"\N","F",0
"1159",14344,"R","CU",3122.946,"\N","B",0
"1160",14344,"R","CU",3079.1479,"\N","S",0
"1161",13586,"L","CU",3127.4771,"HB","B",0.35
"1162",2295,"R","KC",3048.354,"O","X",0.2
"1163",14344,"R","CU",3108.198,"\N","F",0
"1164",14344,"R","CU",3214.7871,"\N","B",0
"1165",16669,"R","CU",3075.0549,"\N","B",0
"1166",2295,"R","KC",3014.864,"\N","B",0
"1167",2295,"R","KC",3131.3159,"O","X",0.15
"1168",14344,"R","CU",3259.207,"\N","F",0
"1169",3138,"R","CU",3083.958,"\N","C",0
"1170",4198,"R","CU",3022.4399,"\N","F",0
"1171",14344,"R","CU",3037.0969,"\N","B",0
"1172",14344,"R","CU",3056.2639,"O","X",0.27
"1173",14344,"R","CU",3160.8521,"\N","C",0
"1174",14344,"R","CU",3070.9431,"\N","S",0
"1175",1828,"R","CU",3008.6731,"\N","B",0
"1176",2732,"R","CU",3347.498,"\N","C",0
"1177",14344,"R","CU",3148.8081,"K","C",0
"1178",14344,"R","CU",3145.6731,"\N","B",0
"1179",2295,"R","KC",3030.7271,"\N","B",0
"1180",1828,"R","CU",3062.241,"\N","F",0
"1181",14344,"R","CU",3138.333,"\N","B",0
"1182",10045,"R","CU",3304.1819,"\N","F",0
"1183",1828,"R","CU",3078.9309,"\N","B",0
"1184",10045,"R","CU",3362.283,"\N","F",0
"1185",10045,"R","CU",3390.531,"O","X",0.16
"1186",14344,"R","CU",3023.9541,"\N","S",0
"1187",2295,"R","KC",3067.3291,"\N","B",0
"1188",14344,"R","CU",3079.0259,"\N","C",0
"1189",2295,"R","KC",3014.7839,"\N","B",0
"1190",14344,"R","CU",3109.4221,"\N","F",0
"1191",14344,"R","CU",3041.3711,"\N","B",0
"1192",3138,"R","CU",3035.5791,"\N","C",0
"1193",14344,"R","CU",3187.917,"\N","B",0
"1194",14344,"R","CU",3246.739,"1B","X",0.34
"1195",14344,"R","CU",3250.7029,"\N","C",0
"1196",1030,"R","CU",3088.085,"K","S",0
"1197",3138,"R","CU",3051.0911,"\N","B",0
"1198",13586,"L","CU",3084.0779,"K","S",0
"1199",14344,"R","CU",3136.342,"O","X",0.19
"1200",8850,"R","CU",3091.7991,"\N","B",0
"1201",14344,"R","CU",3098.8359,"\N","S",0
"1202",14344,"R","CU",3106.0149,"\N","B",0
"1203",14344,"R","CU",3016.1179,"\N","B",0
"1204",14170,"R","CU",3169.656,"O","X",0.59
"1205",2295,"R","KC",3072.4729,"K","S",0
"1206",3055,"R","CU",3007.252,"\N","F",0
"1207",3138,"R","CU",3090.24,"\N","F",0
"1208",14344,"R","CU",3208.8291,"\N","B",0
"1209",14344,"R","CU",3220.7371,"\N","B",0
"1210",15315,"R","CU",3050.3269,"\N","C",0
"1211",4847,"R","CU",3061.782,"K","S",0
"1212",14344,"R","CU",3068.625,"\N","B",0
"1213",14344,"R","CU",3173.304,"\N","B",0
"1214",14344,"R","CU",3218.3721,"O","X",0.11
"1215",14344,"R","CU",3189.719,"2B","X",0.97
"1216",14344,"R","CU",3010.936,"1B","X",0.46
"1217",14344,"R","CU",3070.0281,"\N","B",0
"1218",2295,"R","KC",3048.4819,"O","X",0.85
"1219",15315,"R","CU",3011.0339,"\N","F",0
"1220",1828,"R","CU",3091.2561,"\N","B",0
"1221",14344,"R","CU",3190.0339,"\N","S",0
"1222",14344,"R","CU",3094.0291,"\N","F",0
"1223",13586,"L","CU",3029.6851,"\N","B",0
"1224",14344,"R","CU",3088.009,"O","X",0.06
"1225",1828,"R","CU",3063.1479,"\N","S",0
"1226",1828,"R","CU",3035.677,"1B","X",0.88
"1227",4198,"R","CU",3172.51,"\N","S",0
"1228",14344,"R","CU",3132.9309,"\N","B",0
"1229",2295,"R","KC",3010.644,"O","X",0.2
"1230",4198,"R","CU",3052.2561,"\N","B",0
"1231",4847,"R","CU",3276.688,"\N","C",0
"1232",14344,"R","CU",3145.4661,"\N","B",0
"1233",14344,"R","CU",3055.7639,"O","X",0
"1234",14344,"R","CU",3178.7451,"\N","B",0
"1235",13586,"L","CU",3034.314,"\N","S",0
"1236",1828,"R","CU",3063.9861,"\N","B",0
"1237",14344,"R","CU",3086.1641,"\N","C",0
"1238",14344,"R","CU",3027.709,"\N","B",0
"1239",2732,"R","CU",3387.281,"\N","B",0
"1240",2295,"R","KC",3065.2561,"\N","B",0
"1241",14344,"R","CU",3225.9199,"\N","B",0
"1242",14344,"R","CU",3168.5859,"K","S",0
"1243",8288,"R","CU",3081.064,"\N","B",0
"1244",3055,"R","CU",3073.8821,"O","X",0.21
"1245",10045,"R","CU",3311.7009,"K","S",0
"1246",4847,"R","CU",3023.3201,"\N","C",0
"1247",14344,"R","CU",3054.9719,"\N","B",0
"1248",13586,"L","CU",3095.7561,"\N","B",0
"1249",2295,"R","KC",3077.927,"K","S",0
"1250",14344,"R","CU",3025.106,"\N","C",0
"1251",14344,"R","CU",3133.1411,"O","X",0.05
"1252",14344,"R","CU",3085.3191,"\N","C",0
"1253",14344,"R","CU",3165.1499,"1B","X",0.11
"1254",13586,"L","CU",3047.0759,"\N","F",0
"1255",13586,"L","CU",3119.3279,"K","C",0
"1256",14344,"R","CU",3084.321,"\N","B",0
"1257",1828,"R","CU",3035.5139,"\N","F",0
"1258",4198,"R","CU",3001.8601,"\N","B",0
"1259",2295,"R","KC",3077.647,"K","C",0
"1260",8284,"R","CU",3033.594,"\N","B",0
"1261",14344,"R","CU",3166.6841,"\N","B",0
"1262",14344,"R","CU",3126.157,"K","S",0
"1263",1030,"R","CU",3023.7361,"\N","F",0
"1264",4198,"R","CU",3076.0391,"\N","B",0
"1265",14344,"R","CU",3032.4551,"\N","F",0
"1266",10045,"R","CU",3275.23,"\N","B",0
"1267",14344,"R","CU",3035.614,"HR","X",0.98
"1268",14344,"R","CU",3028.3899,"\N","B",0
"1269",4222,"R","CU",3037.1931,"\N","B",0
"1270",14344,"R","CU",3079.5391,"\N","F",0
"1271",2295,"R","KC",3048.6411,"O","X",0.08
"1272",1828,"R","CU",3113.9451,"\N","F",0
"1273",3055,"R","CU",3047.4561,"\N","S",0
"1274",8284,"R","CU",3021.1331,"\N","B",0
"1275",2295,"R","KC",3013,"K","S",0
"1276",3062,"R","KC",3037.5471,"\N","C",0
"1277",3055,"R","CU",3121.3979,"\N","B",0
"1278",10045,"R","CU",3448.304,"\N","S",0
"1279",4847,"R","CU",3012.0339,"O","X",0.01
"1280",14344,"R","CU",3057.6831,"O","X",0.18
"1281",14344,"R","CU",3058.3491,"O","X",0.14
"1282",14344,"R","CU",3106.7141,"\N","F",0
"1283",14344,"R","CU",3143.0071,"\N","B",0
"1284",14344,"R","CU",3180.22,"K","C",0
"1285",14344,"R","CU",3138.699,"O","X",0.11
"1286",8288,"R","CU",3000.197,"\N","B",0
"1287",1802,"R","CU",3309.158,"\N","B",0
"1288",14344,"R","CU",3104.4509,"K","C",0
"1289",14344,"R","CU",3102.1189,"\N","C",0
"1290",4847,"R","CU",3082.1021,"\N","C",0
"1291",14344,"R","CU",3239.7451,"K","S",0
"1292",13586,"L","CU",3264.386,"\N","B",0
"1293",2295,"R","KC",3022.9771,"1B","X",0.25
"1294",15315,"R","CU",3008.6531,"\N","B",0
"1295",10045,"R","CU",3436.7959,"\N","F",0
"1296",3229,"R","CU",3002.4509,"\N","C",0
"1297",14344,"R","CU",3146.3491,"K","S",0
"1298",14344,"R","CU",3110.585,"O","X",0.11
"1299",14344,"R","CU",3128.302,"2B","X",0.52
"1300",4198,"R","CU",3015.5991,"\N","B",0
"1301",4847,"R","CU",3061.9661,"O","X",0.05
"1302",14344,"R","CU",3055.7849,"\N","C",0
"1303",14344,"R","CU",3023.511,"\N","B",0
"1304",14344,"R","CU",3050.4541,"1B","X",0.94
"1305",3394,"R","CU",3002.375,"\N","C",0
"1306",14344,"R","CU",3085.3821,"O","X",0.07
"1307",14344,"R","CU",3125.7029,"\N","C",0
"1308",13586,"L","CU",3164.4099,"K","S",0
"1309",8288,"R","CU",3030.259,"\N","B",0
"1310",1828,"R","CU",3117.7959,"1B","X",0.92
"1311",1828,"R","CU",3004.5791,"\N","B",0
"1312",1828,"R","CU",3016.3979,"\N","B",0
"1313",14344,"R","CU",3117.7209,"\N","B",0
"1314",2295,"R","KC",3080.7319,"\N","B",0
"1315",1828,"R","CU",3015.905,"2B","X",0.11
"1316",10045,"R","CU",3321.0039,"E","X",0.07
"1317",14344,"R","CU",3234.3459,"K","S",0
"1318",15315,"R","CU",3062.166,"\N","B",0
"1319",1828,"R","CU",3026.135,"K","S",0
"1320",13586,"L","CU",3069.001,"\N","C",0
"1321",1828,"R","CU",3019.2319,"\N","B",0
"1322",14344,"R","CU",3256.4651,"\N","B",0
"1323",4847,"R","CU",3039.301,"\N","C",0
"1324",13586,"L","CU",3041.105,"\N","B",0
"1325",14344,"R","CU",3032.562,"\N","S",0
"1326",2732,"R","CU",3261.7771,"\N","S",0
"1327",4198,"R","CU",3008.9971,"\N","B",0
"1328",1828,"R","CU",3002.2009,"\N","B",0
"1329",15315,"R","CU",3107.4729,"\N","B",0
"1330",14344,"R","CU",3010.4241,"\N","B",0
"1331",10045,"R","CU",3392.8789,"\N","B",0
"1332",2295,"R","KC",3094.969,"\N","B",0
"1333",14344,"R","CU",3079.0659,"\N","B",0
"1334",13586,"L","CU",3070.155,"K","C",0
"1335",2295,"R","KC",3037.5859,"K","S",0
"1336",1828,"R","CU",3029.1279,"\N","B",0
"1337",1828,"R","CU",3041.217,"\N","F",0
"1338",7171,"L","CU",3041.3999,"\N","B",0
"1339",2732,"R","CU",3159.0979,"K","C",0
"1340",10045,"R","CU",3401.0081,"O","X",0.06
"1341",15315,"R","CU",3105.644,"\N","B",0
"1342",1828,"R","CU",3097.4099,"\N","F",0
"1343",1030,"R","CU",3053.761,"K","S",0
"1344",2732,"R","CU",3390.1069,"\N","B",0
"1345",3055,"R","CU",3144.645,"\N","B",0
"1346",14344,"R","CU",3178.5381,"K","S",0
"1347",6586,"R","CU",3157.001,"\N","C",0
"1348",14344,"R","CU",3126.1201,"\N","S",0
"1349",14344,"R","CU",3096.678,"K","C",0
